Column1.country,Column1.square.southwest.lng,Column1.square.southwest.lat,Column1.square.northeast.lng,Column1.square.northeast.lat,Column1.nearestPlace,Column1.coordinates.lng,Column1.coordinates.lat,Column1.words,Column1.language,Column1.map
ZZ,-167.124402,18.803956,-167.124373,18.803983,,-167.124388,18.80397,chickens.misfits.rowboat,en,https://w3w.co/chickens.misfits.rowboat
FR,3.292957,49.626994,3.292999,49.627021,"Tergnier, Aisne",3.292978,49.627008,chickens.misfits.shady,en,https://w3w.co/chickens.misfits.shady
CA,-108.666407,51.469114,-108.666363,51.469141,"Kindersley, Saskatchewan",-108.666385,51.469127,chickens.misfits.skulls,en,https://w3w.co/chickens.misfits.skulls
MX,-98.270562,19.056571,-98.270534,19.056598,"Santiago Momoxpan, Puebla",-98.270548,19.056584,chickens.misfits.turkey,en,https://w3w.co/chickens.misfits.turkey
ZZ,-171.269492,40.234099,-171.269456,40.234126,,-171.269474,40.234112,chickens.parrot.cannonball,en,https://w3w.co/chickens.parrot.cannonball
RU,142.701059,46.971593,142.701099,46.97162,"Yuzhno-Sakhalinsk, Sakhalin Oblast",142.701079,46.971607,chickens.parrot.chest,en,https://w3w.co/chickens.parrot.chest
CA,-64.577074,44.365783,-64.577036,44.36581,"Bridgewater, Nova Scotia",-64.577055,44.365796,chickens.parrot.diet,en,https://w3w.co/chickens.parrot.diet
CN,114.534014,30.342551,114.534045,30.342578,"Huangzhou, Hubei",114.53403,30.342564,chickens.parrot.misfits,en,https://w3w.co/chickens.parrot.misfits
ZZ,-169.526931,27.01353,-169.5269,27.013556,,-169.526915,27.013543,chickens.parrot.rowboat,en,https://w3w.co/chickens.parrot.rowboat
ZA,27.910663,-26.06727,27.910693,-26.067243,"Muldersdriseloop, Gauteng",27.910678,-26.067257,chickens.parrot.shady,en,https://w3w.co/chickens.parrot.shady
CA,-105.863346,65.53342,-105.863281,65.533447,"Bathurst Lake, Nunavut",-105.863314,65.533433,chickens.parrot.skulls,en,https://w3w.co/chickens.parrot.skulls
TR,36.844422,37.570639,36.844456,37.570666,Kahramanmara??,36.844439,37.570653,chickens.parrot.turkey,en,https://w3w.co/chickens.parrot.turkey
ZZ,152.026171,27.249515,152.026201,27.249542,,152.026186,27.249528,chickens.rowboat.cannonball,en,https://w3w.co/chickens.rowboat.cannonball
ZZ,148.885859,16.049375,148.885887,16.049402,,148.885873,16.049388,chickens.rowboat.chest,en,https://w3w.co/chickens.rowboat.chest
ZZ,19.082003,31.696394,19.082034,31.696421,Benghazi,19.082018,31.696407,chickens.rowboat.diet,en,https://w3w.co/chickens.rowboat.diet
ZZ,-48.785062,29.142788,-48.785031,29.142815,,-48.785046,29.142801,chickens.rowboat.misfits,en,https://w3w.co/chickens.rowboat.misfits
ZZ,-71.018715,16.014608,-71.018687,16.014635,"Oviedo, Pedernales",-71.018701,16.014621,chickens.rowboat.parrot,en,https://w3w.co/chickens.rowboat.parrot
ZZ,-89.746057,25.493532,-89.746027,25.493559,,-89.746042,25.493545,chickens.rowboat.shady,en,https://w3w.co/chickens.rowboat.shady
ZZ,-26.358486,17.22728,-26.358458,17.227307,"Ponta do Sol, Ribeira Grande",-26.358472,17.227294,chickens.rowboat.skulls,en,https://w3w.co/chickens.rowboat.skulls
ZZ,-120.546494,20.260161,-120.546466,20.260188,,-120.54648,20.260174,chickens.rowboat.turkey,en,https://w3w.co/chickens.rowboat.turkey
ZZ,-164.455135,51.406749,-164.455092,51.406776,,-164.455113,51.406762,chickens.shady.cannonball,en,https://w3w.co/chickens.shady.cannonball
CN,123.296865,48.39268,123.296905,48.392707,"Gannan, Heilongjiang",123.296885,48.392694,chickens.shady.chest,en,https://w3w.co/chickens.shady.chest
FR,0.085481,43.253611,0.085519,43.253638,"Aureilhan, Hautes-Pyr??n??es",0.0855,43.253625,chickens.shady.diet,en,https://w3w.co/chickens.shady.diet
CN,111.358559,35.555304,111.358592,35.555331,"Changzhi, Shanxi",111.358575,35.555317,chickens.shady.misfits,en,https://w3w.co/chickens.shady.misfits
BR,-47.81138,-15.700679,-47.811352,-15.700652,"Bras??lia, Federal District",-47.811366,-15.700666,chickens.shady.parrot,en,https://w3w.co/chickens.shady.parrot
ZZ,-169.811827,15.946367,-169.811799,15.946394,,-169.811813,15.94638,chickens.shady.rowboat,en,https://w3w.co/chickens.shady.rowboat
AU,137.562078,-30.383463,137.562109,-30.383436,"Roxby Downs, South Australia",137.562094,-30.383449,chickens.shady.skulls,en,https://w3w.co/chickens.shady.skulls
CN,116.944934,37.950059,116.944969,37.950086,"Botou, Hebei",116.944951,37.950073,chickens.shady.turkey,en,https://w3w.co/chickens.shady.turkey
GL,-45.189486,66.378099,-45.189418,66.378126,,-45.189452,66.378113,chickens.skulls.cannonball,en,https://w3w.co/chickens.skulls.cannonball
CA,-81.35987,47.660522,-81.35983,47.660549,"Timmins, Ontario",-81.35985,47.660535,chickens.skulls.chest,en,https://w3w.co/chickens.skulls.chest
CA,-123.951804,62.999757,-123.951745,62.999784,"Wrigley, Northwest Territories",-123.951775,62.999771,chickens.skulls.diet,en,https://w3w.co/chickens.skulls.diet
CA,-77.761399,61.299159,-77.761343,61.299186,"Alkulivik, Quebec",-77.761371,61.299173,chickens.skulls.misfits,en,https://w3w.co/chickens.skulls.misfits
AU,144.715357,-31.969868,144.715389,-31.969842,"Cobar, New South Wales",144.715373,-31.969855,chickens.skulls.parrot,en,https://w3w.co/chickens.skulls.parrot
ZZ,135.661136,28.642869,135.661166,28.642896,,135.661151,28.642882,chickens.skulls.rowboat,en,https://w3w.co/chickens.skulls.rowboat
CA,-118.393973,54.547165,-118.393927,54.547192,"Grande Prairie, Alberta",-118.39395,54.547178,chickens.skulls.shady,en,https://w3w.co/chickens.skulls.shady
CA,-105.696048,51.946017,-105.696004,51.946044,"Watrous, Saskatchewan",-105.696026,51.94603,chickens.skulls.turkey,en,https://w3w.co/chickens.skulls.turkey
GL,-47.150188,64.535225,-47.150125,64.535252,"Nuuk, Sermersooq",-47.150157,64.535239,chickens.turkey.cannonball,en,https://w3w.co/chickens.turkey.cannonball
ID,106.395847,-6.150092,106.395874,-6.150065,"Kresek, West Java",106.39586,-6.150078,chickens.turkey.chest,en,https://w3w.co/chickens.turkey.chest
AR,-59.680264,-33.650146,-59.680232,-33.650119,"San Pedro, Buenos Aires",-59.680248,-33.650132,chickens.turkey.diet,en,https://w3w.co/chickens.turkey.diet
CN,116.858333,36.637532,116.858367,36.637559,"Jinan, Shandong",116.85835,36.637546,chickens.turkey.misfits,en,https://w3w.co/chickens.turkey.misfits
PT,-7.484894,41.714882,-7.484858,41.714909,"Chaves, Vila Real",-7.484876,41.714896,chickens.turkey.parrot,en,https://w3w.co/chickens.turkey.parrot
ZZ,159.006506,32.717416,159.006538,32.717443,,159.006522,32.717429,chickens.turkey.rowboat,en,https://w3w.co/chickens.turkey.rowboat
VE,-66.63015,10.227711,-66.630123,10.227738,"Santa Teresa del Tuy, Miranda",-66.630136,10.227725,chickens.turkey.shady,en,https://w3w.co/chickens.turkey.shady
AU,147.304457,-35.109611,147.30449,-35.109584,"Wagga Wagga, New South Wales",147.304473,-35.109597,chickens.turkey.skulls,en,https://w3w.co/chickens.turkey.skulls
CA,-79.759601,53.48453,-79.759556,53.484557,"Chisasibi, Quebec",-79.759579,53.484543,diet.cannonball.chest,en,https://w3w.co/diet.cannonball.chest
ZZ,-141.264275,77.914915,-141.264146,77.914942,,-141.26421,77.914928,diet.cannonball.chickens,en,https://w3w.co/diet.cannonball.chickens
ZZ,-138.585063,55.867454,-138.585015,55.867481,"Sitka, Alaska",-138.585039,55.867467,diet.cannonball.misfits,en,https://w3w.co/diet.cannonball.misfits
ZZ,-5.58137,47.677663,-5.58133,47.67769,"Plogoff, Finist??re",-5.58135,47.677676,diet.cannonball.parrot,en,https://w3w.co/diet.cannonball.parrot
ZZ,64.113821,21.774957,64.11385,21.774984,,64.113836,21.77497,diet.cannonball.rowboat,en,https://w3w.co/diet.cannonball.rowboat
ZZ,-178.586557,63.141979,-178.586497,63.142006,"Beringovskiy, Chukotka Autonomous Okrug",-178.586527,63.141993,diet.cannonball.shady,en,https://w3w.co/diet.cannonball.shady
ZZ,-115.581967,80.904997,-115.581796,80.905024,,-115.581882,80.90501,diet.cannonball.skulls,en,https://w3w.co/diet.cannonball.skulls
ZZ,72.481649,79.645456,72.481799,79.645483,"Franz Josef Land, Arkhangelsk Oblast",72.481724,79.645469,diet.cannonball.turkey,en,https://w3w.co/diet.cannonball.turkey
ZZ,-24.997614,38.764877,-24.99758,38.764904,"Senhora do Ros??rio, Azores",-24.997597,38.764891,diet.chest.cannonball,en,https://w3w.co/diet.chest.cannonball
DE,13.796435,51.119691,13.796478,51.119718,"Dresden, Saxony",13.796456,51.119704,diet.chest.chickens,en,https://w3w.co/diet.chest.chickens
IR,46.191143,35.517464,46.191176,35.517491,"Marivan, Kordestan",46.19116,35.517478,diet.chest.misfits,en,https://w3w.co/diet.chest.misfits
JP,132.596732,34.428148,132.596765,34.428175,"Higashihiroshima, Hiroshima",132.596748,34.428161,diet.chest.parrot,en,https://w3w.co/diet.chest.parrot
ZZ,16.812773,32.829237,16.812805,32.829264,"Mi??r??tah, Misrata",16.812789,32.82925,diet.chest.rowboat,en,https://w3w.co/diet.chest.rowboat
SA,44.386135,24.482643,44.386164,24.48267,"Dawadmi, Riyadh",44.38615,24.482657,diet.chest.shady,en,https://w3w.co/diet.chest.shady
CA,-82.368291,72.190384,-82.368203,72.190411,"Arctic Bay, Nunavut",-82.368247,72.190397,diet.chest.skulls,en,https://w3w.co/diet.chest.skulls
CO,-75.798679,8.78722,-75.798652,8.787247,"Monter??a, C??rdoba",-75.798666,8.787233,diet.chest.turkey,en,https://w3w.co/diet.chest.turkey
ZZ,146.920789,52.528595,146.920833,52.528622,"Nogliki, Sakhalin Oblast",146.920811,52.528609,diet.chickens.cannonball,en,https://w3w.co/diet.chickens.cannonball
US,-100.38334,32.48267,-100.383308,32.482697,"Sweetwater, Texas",-100.383324,32.482684,diet.chickens.chest,en,https://w3w.co/diet.chickens.chest
JP,140.795142,43.186961,140.795179,43.186988,"Yoichi, Hokkaido",140.79516,43.186974,diet.chickens.misfits,en,https://w3w.co/diet.chickens.misfits
VE,-67.890943,10.233587,-67.890916,10.233614,"Guacara, Carabobo",-67.89093,10.2336,diet.chickens.parrot,en,https://w3w.co/diet.chickens.parrot
ZZ,138.051119,21.546329,138.051148,21.546356,,138.051134,21.546343,diet.chickens.rowboat,en,https://w3w.co/diet.chickens.rowboat
CN,121.765088,31.371415,121.76512,31.371442,Shanghai,121.765104,31.371429,diet.chickens.shady,en,https://w3w.co/diet.chickens.shady
CA,-87.174543,54.645887,-87.174497,54.645914,"Peawanuck, Ontario",-87.17452,54.645901,diet.chickens.skulls,en,https://w3w.co/diet.chickens.skulls
DE,8.649014,50.206716,8.649056,50.206743,"Bad Homburg vor der H??he, Hesse",8.649035,50.20673,diet.chickens.turkey,en,https://w3w.co/diet.chickens.turkey
ZZ,-23.664268,40.147801,-23.664232,40.147828,"Senhora do Ros??rio, Azores",-23.66425,40.147814,diet.misfits.cannonball,en,https://w3w.co/diet.misfits.cannonball
IT,12.600297,41.799483,12.600333,41.799509,"Ciampino, Latium",12.600315,41.799496,diet.misfits.chest,en,https://w3w.co/diet.misfits.chest
TR,28.254922,37.950275,28.254956,37.950302,"??sabeyli, Ayd??n",28.254939,37.950288,diet.misfits.chickens,en,https://w3w.co/diet.misfits.chickens
AR,-58.034498,-34.949601,-58.034465,-34.949574,"La Plata, Buenos Aires",-58.034481,-34.949588,diet.misfits.parrot,en,https://w3w.co/diet.misfits.parrot
ZZ,121.764526,23.459897,121.764555,23.459923,"Hualien City, Taiwan",121.764541,23.45991,diet.misfits.rowboat,en,https://w3w.co/diet.misfits.rowboat
IR,50.843935,28.938228,50.843966,28.938255,Bushehr,50.84395,28.938241,diet.misfits.shady,en,https://w3w.co/diet.misfits.shady
CA,-56.771246,51.637937,-56.771203,51.637964,"Saint-Augustin, Quebec",-56.771224,51.63795,diet.misfits.skulls,en,https://w3w.co/diet.misfits.skulls
DE,6.761076,51.440195,6.76112,51.440222,"Duisburg, North Rhine-Westphalia",6.761098,51.440209,diet.misfits.turkey,en,https://w3w.co/diet.misfits.turkey
CN,129.507951,42.881334,129.507987,42.881361,"Yanji, Jilin",129.507969,42.881347,diet.parrot.chickens,en,https://w3w.co/diet.parrot.chickens
BR,-42.66847,-19.565168,-42.668441,-19.565141,"Tim??teo, Minas Gerais",-42.668455,-19.565155,diet.parrot.misfits,en,https://w3w.co/diet.parrot.misfits
ZZ,-64.445792,32.752803,-64.44576,32.75283,"St George's, Bermuda",-64.445776,32.752816,diet.parrot.rowboat,en,https://w3w.co/diet.parrot.rowboat
CA,-71.321023,46.900011,-71.320983,46.900038,"La Haute-Saint-Charles, Quebec",-71.321003,46.900024,diet.parrot.shady,en,https://w3w.co/diet.parrot.shady
CA,-136.774934,65.743909,-136.774869,65.743936,"Fort McPherson, Northwest Territories",-136.774902,65.743922,diet.parrot.skulls,en,https://w3w.co/diet.parrot.skulls
TR,29.304131,40.829587,29.304167,40.829614,"????meler, Istanbul",29.304149,40.829601,diet.parrot.turkey,en,https://w3w.co/diet.parrot.turkey
ZZ,-137.157004,15.118208,-137.156976,15.118235,,-137.15699,15.118222,diet.rowboat.cannonball,en,https://w3w.co/diet.rowboat.cannonball
ZZ,66.781368,24.297488,66.781398,24.297515,"Karachi, Sindh",66.781383,24.297502,diet.rowboat.chest,en,https://w3w.co/diet.rowboat.chest
ZZ,-47.510214,14.931247,-47.510186,14.931274,,-47.5102,14.931261,diet.rowboat.chickens,en,https://w3w.co/diet.rowboat.chickens
ZZ,-123.733103,16.511481,-123.733075,16.511508,,-123.733089,16.511495,diet.rowboat.misfits,en,https://w3w.co/diet.rowboat.misfits
ZZ,-90.582594,24.262721,-90.582564,24.262748,,-90.582579,24.262734,diet.rowboat.parrot,en,https://w3w.co/diet.rowboat.parrot
ZZ,33.345457,35.949978,33.34549,35.950005,"Ayd??nc??k, Mersin",33.345474,35.949992,diet.rowboat.shady,en,https://w3w.co/diet.rowboat.shady
ZZ,-134.987608,25.725393,-134.987578,25.72542,,-134.987593,25.725407,diet.rowboat.skulls,en,https://w3w.co/diet.rowboat.skulls
ZZ,173.969804,29.549941,173.969835,29.549968,,173.96982,29.549954,diet.rowboat.turkey,en,https://w3w.co/diet.rowboat.turkey
ZZ,-27.039227,44.088993,-27.039189,44.08902,,-27.039208,44.089007,diet.shady.cannonball,en,https://w3w.co/diet.shady.cannonball
KR,129.039293,35.122197,129.039326,35.122224,Busan,129.03931,35.122211,diet.shady.chest,en,https://w3w.co/diet.shady.chest
CN,130.518915,45.939656,130.518953,45.939683,"Boli, Heilongjiang",130.518934,45.93967,diet.shady.chickens,en,https://w3w.co/diet.shady.chickens
BR,-54.742066,-2.423512,-54.742039,-2.423485,"Santar??m, Par??",-54.742053,-2.423499,diet.shady.misfits,en,https://w3w.co/diet.shady.misfits
AM,44.500494,40.248113,44.50053,40.24814,"K’anak’erravan, Yerevan",44.500512,40.248127,diet.shady.parrot,en,https://w3w.co/diet.shady.parrot
ZZ,157.69408,20.268974,157.694109,20.269001,,157.694095,20.268987,diet.shady.rowboat,en,https://w3w.co/diet.shady.rowboat
AU,124.504307,-30.21464,124.504338,-30.214613,"Neale, Western Australia",124.504323,-30.214626,diet.shady.skulls,en,https://w3w.co/diet.shady.skulls
MX,-98.922218,19.63791,-98.92219,19.637937,"Santa Catarina, M??xico",-98.922204,19.637923,diet.shady.turkey,en,https://w3w.co/diet.shady.turkey
ZZ,-145.988666,54.518677,-145.988619,54.518704,,-145.988643,54.518691,diet.skulls.cannonball,en,https://w3w.co/diet.skulls.cannonball
AU,129.058083,-30.661923,129.058114,-30.661896,"Eucla, Western Australia",129.058098,-30.66191,diet.skulls.chest,en,https://w3w.co/diet.skulls.chest
CA,-99.972402,63.210247,-99.972342,63.210274,"Dubawnt Lake, Nunavut",-99.972372,63.21026,diet.skulls.chickens,en,https://w3w.co/diet.skulls.chickens
CA,-107.240136,58.368963,-107.240084,58.36899,"Black Lake, Saskatchewan",-107.24011,58.368976,diet.skulls.misfits,en,https://w3w.co/diet.skulls.misfits
AU,144.626216,-37.025065,144.626249,-37.025038,"Castlemaine, Victoria",144.626232,-37.025051,diet.skulls.parrot,en,https://w3w.co/diet.skulls.parrot
ZZ,130.40015,34.465475,130.400183,34.465502,"Nagato, Yamaguchi",130.400167,34.465489,diet.skulls.rowboat,en,https://w3w.co/diet.skulls.rowboat
CA,-116.55394,52.700302,-116.553895,52.700329,"Edson, Alberta",-116.553918,52.700315,diet.skulls.shady,en,https://w3w.co/diet.skulls.shady
CA,-92.755345,50.14082,-92.755303,50.140847,"Dryden, Ontario",-92.755324,50.140834,diet.skulls.turkey,en,https://w3w.co/diet.skulls.turkey
ZZ,177.304642,53.800803,177.304688,53.80083,,177.304665,53.800817,diet.turkey.cannonball,en,https://w3w.co/diet.turkey.cannonball
IQ,44.54512,33.306355,44.545152,33.306382,Baghdad,44.545136,33.306369,diet.turkey.chest,en,https://w3w.co/diet.turkey.chest
UY,-56.086354,-34.803795,-56.086321,-34.803768,"Colonia Nicolich, Canelones",-56.086338,-34.803781,diet.turkey.chickens,en,https://w3w.co/diet.turkey.chickens
CN,121.514432,38.968979,121.514467,38.969006,"Dalian, Liaoning",121.51445,38.968993,diet.turkey.misfits,en,https://w3w.co/diet.turkey.misfits
ES,-4.815418,37.796329,-4.815384,37.796356,"Villarrubia, Andalusia",-4.815401,37.796343,diet.turkey.parrot,en,https://w3w.co/diet.turkey.parrot
ZZ,-45.558356,15.660603,-45.558328,15.66063,,-45.558342,15.660616,diet.turkey.rowboat,en,https://w3w.co/diet.turkey.rowboat
BR,-40.651242,-19.565842,-40.651213,-19.565815,"Colatina, Esp??rito Santo",-40.651228,-19.565828,diet.turkey.shady,en,https://w3w.co/diet.turkey.shady
AU,141.974266,-34.649121,141.974298,-34.649094,"Mildura, Victoria",141.974282,-34.649108,diet.turkey.skulls,en,https://w3w.co/diet.turkey.skulls
ZZ,-80.420989,57.564737,-80.420939,57.564764,"Sanikiluaq, Quebec",-80.420964,57.56475,misfits.cannonball.chest,en,https://w3w.co/misfits.cannonball.chest
ZZ,-179.830076,37.387532,-179.830042,37.387559,,-179.830059,37.387546,misfits.cannonball.chickens,en,https://w3w.co/misfits.cannonball.chickens
ZZ,151.913836,44.394701,151.913874,44.394728,,151.913855,44.394715,misfits.cannonball.diet,en,https://w3w.co/misfits.cannonball.diet
ZZ,-49.828541,51.341203,-49.828497,51.34123,,-49.828519,51.341217,misfits.cannonball.parrot,en,https://w3w.co/misfits.cannonball.parrot
ZZ,-32.485502,34.294712,-32.485469,34.294739,,-32.485485,34.294726,misfits.cannonball.rowboat,en,https://w3w.co/misfits.cannonball.rowboat
ZZ,50.292255,71.263853,50.292339,71.26388,"Belushya Guba, Arkhangelsk Oblast",50.292297,71.263866,misfits.cannonball.shady,en,https://w3w.co/misfits.cannonball.shady
ZZ,-146.266253,38.460948,-146.266219,38.460975,,-146.266236,38.460961,misfits.cannonball.skulls,en,https://w3w.co/misfits.cannonball.skulls
ZZ,158.41766,38.118074,158.417695,38.1181,,158.417677,38.118087,misfits.cannonball.turkey,en,https://w3w.co/misfits.cannonball.turkey
ZZ,-60.787842,70.649714,-60.78776,70.649741,"Upernavik, Avannaata",-60.787801,70.649728,misfits.chest.cannonball,en,https://w3w.co/misfits.chest.cannonball
CN,122.299614,37.140039,122.299648,37.140066,"Yatou, Shandong",122.299631,37.140052,misfits.chest.chickens,en,https://w3w.co/misfits.chest.chickens
CA,-79.835256,43.169847,-79.835219,43.169874,"Hamilton, Ontario",-79.835237,43.16986,misfits.chest.diet,en,https://w3w.co/misfits.chest.diet
US,-97.76518,31.098318,-97.765149,31.098345,"Fort Hood, Texas",-97.765164,31.098332,misfits.chest.parrot,en,https://w3w.co/misfits.chest.parrot
ZZ,-173.177148,21.386239,-173.17712,21.386266,,-173.177134,21.386252,misfits.chest.rowboat,en,https://w3w.co/misfits.chest.rowboat
DE,9.85,51.81948,9.850044,51.819507,"Einbeck, Lower Saxony",9.850022,51.819494,misfits.chest.shady,en,https://w3w.co/misfits.chest.shady
CA,-96.020893,76.83964,-96.020774,76.839667,"Resolute, Nunavut",-96.020833,76.839653,misfits.chest.skulls,en,https://w3w.co/misfits.chest.skulls
PH,120.927055,14.624057,120.927083,14.624084,"Caloocan City, Metro Manila",120.927069,14.62407,misfits.chest.turkey,en,https://w3w.co/misfits.chest.turkey
ZZ,7.342197,42.055843,7.342233,42.05587,"Carg??se, Corse-du-Sud",7.342215,42.055857,misfits.chickens.cannonball,en,https://w3w.co/misfits.chickens.cannonball
BR,-42.02493,-22.868559,-42.024901,-22.868532,"Cabo Frio, Rio de Janeiro",-42.024915,-22.868545,misfits.chickens.chest,en,https://w3w.co/misfits.chickens.chest
MX,-106.453052,23.237306,-106.453022,23.237333,"Mazatl??n, Sinaloa",-106.453037,23.237319,misfits.chickens.diet,en,https://w3w.co/misfits.chickens.diet
US,-96.696429,33.079749,-96.696396,33.079776,"Allen, Texas",-96.696412,33.079762,misfits.chickens.parrot,en,https://w3w.co/misfits.chickens.parrot
ZZ,149.217187,34.066085,149.21722,34.066111,,149.217204,34.066098,misfits.chickens.rowboat,en,https://w3w.co/misfits.chickens.rowboat
DE,9.380425,54.759244,9.380471,54.759271,"Handewitt, Schleswig-Holstein",9.380448,54.759258,misfits.chickens.shady,en,https://w3w.co/misfits.chickens.shady
CA,-105.000618,55.46181,-105.000571,55.461837,"La Ronge, Saskatchewan",-105.000595,55.461824,misfits.chickens.skulls,en,https://w3w.co/misfits.chickens.skulls
RU,39.528162,47.230487,39.528201,47.230514,"Kalinin, Rostov Oblast",39.528182,47.230501,misfits.chickens.turkey,en,https://w3w.co/misfits.chickens.turkey
ZZ,148.925831,50.979679,148.925874,50.979706,,148.925852,50.979692,misfits.diet.cannonball,en,https://w3w.co/misfits.diet.cannonball
CN,125.113219,44.252453,125.113257,44.25248,"Xinglongshan, Jilin",125.113238,44.252466,misfits.diet.chest,en,https://w3w.co/misfits.diet.chest
MX,-99.222831,19.183969,-99.222803,19.183996,"San Miguel Ajusco, Mexico City",-99.222817,19.183983,misfits.diet.chickens,en,https://w3w.co/misfits.diet.chickens
RU,37.368723,56.07576,37.368772,56.075787,"Lugovaya, Moscow Oblast",37.368748,56.075774,misfits.diet.parrot,en,https://w3w.co/misfits.diet.parrot
ZZ,-143.412323,15.862171,-143.412295,15.862198,,-143.412309,15.862185,misfits.diet.rowboat,en,https://w3w.co/misfits.diet.rowboat
RU,39.56519,52.671922,39.565235,52.671949,"Kuz’minskiye Otverzhki, Lipetsk Oblast",39.565213,52.671936,misfits.diet.shady,en,https://w3w.co/misfits.diet.shady
CA,-64.417119,53.404458,-64.417074,53.404485,"Labrador City, Newfoundland & Labrador",-64.417096,53.404471,misfits.diet.skulls,en,https://w3w.co/misfits.diet.skulls
CN,117.860976,36.893165,117.86101,36.893192,"Zhoucun, Shandong",117.860993,36.893179,misfits.diet.turkey,en,https://w3w.co/misfits.diet.turkey
ZZ,-30.21452,59.342847,-30.214467,59.342874,,-30.214493,59.342861,misfits.parrot.cannonball,en,https://w3w.co/misfits.parrot.cannonball
MA,-7.771367,33.492454,-7.771334,33.492481,"Casablanca, Casablanca-Settat",-7.771351,33.492467,misfits.parrot.chest,en,https://w3w.co/misfits.parrot.chest
BR,-59.87743,-3.20332,-59.877403,-3.203293,"Careiro da V??rzea, Amazonas",-59.877417,-3.203307,misfits.parrot.chickens,en,https://w3w.co/misfits.parrot.chickens
RU,38.518213,52.58743,38.518257,52.587457,"Yelets, Lipetsk Oblast",38.518235,52.587443,misfits.parrot.diet,en,https://w3w.co/misfits.parrot.diet
ZZ,-23.159688,21.393138,-23.159659,21.393165,,-23.159674,21.393152,misfits.parrot.rowboat,en,https://w3w.co/misfits.parrot.rowboat
RU,56.355392,58.120257,56.355443,58.120284,"Perm, Perm Krai",56.355418,58.12027,misfits.parrot.shady,en,https://w3w.co/misfits.parrot.shady
CA,-106.743308,66.976498,-106.74324,66.976525,"Bathurst Lake, Nunavut",-106.743274,66.976512,misfits.parrot.skulls,en,https://w3w.co/misfits.parrot.skulls
CN,112.179757,39.049833,112.179792,39.04986,"Shuozhou, Shanxi",112.179774,39.049846,misfits.parrot.turkey,en,https://w3w.co/misfits.parrot.turkey
ZZ,157.694131,23.459357,157.69416,23.459384,,157.694145,23.459371,misfits.rowboat.cannonball,en,https://w3w.co/misfits.rowboat.cannonball
ZZ,-12.944664,34.846971,-12.944631,34.846998,,-12.944647,34.846984,misfits.rowboat.chest,en,https://w3w.co/misfits.rowboat.chest
ZZ,-143.697623,23.23073,-143.697594,23.230757,,-143.697609,23.230743,misfits.rowboat.chickens,en,https://w3w.co/misfits.rowboat.chickens
ZZ,177.508722,27.48957,177.508753,27.489597,,177.508738,27.489583,misfits.rowboat.diet,en,https://w3w.co/misfits.rowboat.diet
ZZ,-62.071907,34.812204,-62.071874,34.81223,,-62.071891,34.812217,misfits.rowboat.parrot,en,https://w3w.co/misfits.rowboat.parrot
ZZ,-111.755404,21.870041,-111.755375,21.870068,"Colonia del Sol, Baja California Sur",-111.75539,21.870054,misfits.rowboat.shady,en,https://w3w.co/misfits.rowboat.shady
ZZ,-43.586959,36.608209,-43.586926,36.608236,,-43.586943,36.608223,misfits.rowboat.skulls,en,https://w3w.co/misfits.rowboat.skulls
ZZ,-142.589258,17.053337,-142.589229,17.053364,,-142.589243,17.05335,misfits.rowboat.turkey,en,https://w3w.co/misfits.rowboat.turkey
ZZ,66.394576,81.34883,66.394756,81.348857,"Franz Josef Land, Arkhangelsk Oblast",66.394666,81.348844,misfits.shady.cannonball,en,https://w3w.co/misfits.shady.cannonball
BR,-50.056687,-7.051261,-50.05666,-7.051234,"Concei????o do Araguaia, Par??",-50.056674,-7.051248,misfits.shady.chest,en,https://w3w.co/misfits.shady.chest
TR,27.757875,41.142842,27.757911,41.142869,"??orlu, Tekirda??",27.757893,41.142855,misfits.shady.chickens,en,https://w3w.co/misfits.shady.chickens
CO,-75.474148,6.225259,-75.474121,6.225286,"Guarne, Antioquia",-75.474135,6.225272,misfits.shady.diet,en,https://w3w.co/misfits.shady.diet
CN,103.99523,36.074655,103.995263,36.074682,"Lanzhou, Gansu",103.995246,36.074668,misfits.shady.parrot,en,https://w3w.co/misfits.shady.parrot
ZZ,-132.731769,32.413729,-132.731737,32.413756,,-132.731753,32.413742,misfits.shady.rowboat,en,https://w3w.co/misfits.shady.rowboat
CA,-73.127717,45.201865,-73.127678,45.201892,"Venise-en-Qu??bec, Quebec",-73.127697,45.201879,misfits.shady.skulls,en,https://w3w.co/misfits.shady.skulls
RU,65.254181,55.422785,65.254228,55.422812,"Kurgan, Kurgan Oblast",65.254205,55.422798,misfits.shady.turkey,en,https://w3w.co/misfits.shady.turkey
ZZ,-55.019627,43.379258,-55.01959,43.379285,,-55.019609,43.379272,misfits.skulls.cannonball,en,https://w3w.co/misfits.skulls.cannonball
AU,123.628113,-30.963265,123.628145,-30.963238,"Stoneville, Western Australia",123.628129,-30.963252,misfits.skulls.chest,en,https://w3w.co/misfits.skulls.chest
CA,-102.923395,62.825571,-102.923336,62.825598,"Dubawnt Lake, Nunavut",-102.923365,62.825585,misfits.skulls.chickens,en,https://w3w.co/misfits.skulls.chickens
CA,-63.89123,59.559886,-63.891177,59.559913,"Kangiqsualujjuaq, Quebec",-63.891204,59.559899,misfits.skulls.diet,en,https://w3w.co/misfits.skulls.diet
